,PropertyName,TopFacilities,Link
83,G99,"['Milk Booth', 'Manicured Garden', 'Swimming Pool', 'Football', 'Flower Garden', 'School', 'Restaurant', 'Pergola', 'Skating Rink']",https://www.99acres.com/g99-sector-99-gurgaon-npxid-r1561
84,Emaar MGF Emerald Floors Premier,"['Clinic', 'Swimming Pool', 'School', 'Piped Gas', 'Creche/Day care', 'Theatre', 'Shopping Centre', 'Lawn Tennis Court', 'Jogging Track']",https://www.99acres.com/emaar-mgf-emerald-floors-premier-sector-65-gurgaon-npxid-r652
85,ROF Insignia Park,"['Swimming Pool', 'Skating Rink', 'Grocery Shop', 'Gazebo', 'Cricket Pitch', 'Lawn Tennis Court', 'Amphitheatre', 'Basketball Court', 'Badminton Court']",https://www.99acres.com/rof-insignia-park-sector-93-gurgaon-npxid-r383406
86,DLF The Ultima,"['Mini Theatre', 'Swimming Pool', 'Theater Home', 'Football', 'Bar/Chill-Out Lounge', 'Flower Garden', 'Reading Lounge', 'Golf Course', 'Changing Area']",https://www.99acres.com/dlf-the-ultima-sector-81-gurgaon-npxid-r7182
87,Indiabulls Enigma,"['Swimming Pool', 'Aerobics Centre', 'Barbecue', 'Restaurant', 'Pergola', 'Spa', 'Pool Table', 'Cafeteria', 'Sun Deck']",https://www.99acres.com/indiabulls-enigma-sector-110-gurgaon-npxid-r31904
88,Experion The Westerlies,"['Swimming Pool', 'Reflexology Park', 'Barbecue', 'Terrace Garden', 'Gazebo', 'Fountain', 'Sun Deck', 'Amphitheatre', 'Power Back up Lift']",https://www.99acres.com/experion-the-westerlies-sector-108-gurgaon-npxid-r18410
89,Hero Homes,"['Swimming Pool', 'Bar/Chill-Out Lounge', 'Reading Lounge', 'Reflexology Park', 'Card Room', 'Barbecue', 'Restaurant', 'Sauna', 'Spa']",https://www.99acres.com/hero-homes-sector-104-gurgaon-npxid-r318679
90,Central Park Flower Valley Mikasa Plots,"['Bowling Alley', 'Concierge Service', 'Swimming Pool', 'Lounge', 'Medical Centre', 'Laundry', 'Flower Garden', 'Reflexology Park', 'Golf Course']",https://www.99acres.com/central-park-flower-valley-mikasa-plots-sector-33-sohna-gurgaon-npxid-r308685
91,M3M Skywalk,"['Concierge Service', 'Swimming Pool', 'Lounge', 'Golf Course', 'Changing Area', 'Aerobics Centre', 'Restaurant', 'High Speed Elevators', 'Waiting Lounge']",https://www.99acres.com/m3m-skywalk-sector-74-gurgaon-npxid-r368291
92,Ireo The Grand Arch,"['Bowling Alley', 'Swimming Pool', 'Football', 'Restaurant', 'Waiting Lounge', 'Piped Gas', 'Water Softener Plant', 'Creche/Day care', 'Squash Court']",https://www.99acres.com/ireo-the-grand-arch-sector-58-gurgaon-npxid-r659
93,JMS The Nation,"['Yoga/Meditation Area', 'Gated Community', ""Children's Play Area""]",https://www.99acres.com/jms-the-nation-sector-95-gurgaon-npxid-r389082
94,Imperia The Esfera,"['Food Court', 'Swimming Pool', 'Reading Lounge', 'Aerobics Centre', 'Restaurant', 'Water Softener Plant', 'Property Staff', 'Banquet Hall', 'Library']",https://www.99acres.com/imperia-the-esfera-sector-37c-gurgaon-npxid-r1580
95,Ramprastha Primera,"['Swimming Pool', 'Water Softener Plant', 'Theatre', 'Shopping Centre', 'Video Door Security', 'Multipurpose Court', 'Vastu Compliant', 'Multipurpose Hall', 'Yoga/Meditation Area']",https://www.99acres.com/ramprastha-primera-sector-37d-gurgaon-npxid-r4640
96,Experion The Heartsong,"['Manicured Garden', 'Bus Shelter', 'Clinic', 'Natural Pond', 'Car wash area', 'Swimming Pool', 'Bar/Chill-Out Lounge', 'Medical Centre', 'Reading Lounge']",https://www.99acres.com/experion-the-heartsong-sector-108-gurgaon-npxid-r6502
97,DLF New Town Heights 2,"['Swimming Pool', 'Pergola', 'Piped Gas', 'Grocery Shop', 'Cafeteria', 'Fountain', 'Sun Deck', 'Lawn Tennis Court', 'Multipurpose Court']",https://www.99acres.com/dlf-new-town-heights-2-sector-86-gurgaon-npxid-r23690
98,DLF The Primus,"['Swimming Pool', 'School', 'Aerobics Centre', 'Restaurant', 'Pergola', 'Waiting Lounge', 'Sauna', 'Steam Room', 'Squash Court']",https://www.99acres.com/dlf-the-primus-sector-82a-gurgaon-npxid-r4470
99,DLF The Skycourt,"['Swimming Pool', 'Flower Garden', 'School', 'Solar Lighting', 'Card Room', 'Solar Water Heating', 'Restaurant', 'Terrace Garden', 'Piped Gas']",https://www.99acres.com/dlf-the-skycourt-sector-86-gurgaon-npxid-r6136
100,Central Park Resorts,"['Swimming Pool', 'Golf Course', 'ATM', 'Restaurant', 'Waiting Lounge', 'Cafeteria', 'Shopping Centre', 'Video Door Security', 'Multipurpose Court']",https://www.99acres.com/central-park-resorts-sector-48-gurgaon-npxid-r6802
101,Suncity Avenue 76,"['School', 'High Speed Elevators', 'Creche/Day care', 'Shopping Centre', 'Cricket Pitch', 'Amphitheatre', 'Earthquake Resistant', 'Power Back up Lift', 'Party Lawn']",https://www.99acres.com/suncity-avenue-76-sector-76-gurgaon-npxid-r343747
102,International City by Sobha Phase 1,"['Infinity Pool', 'Swimming Pool', 'Salon', 'Aerobics Centre', 'Card Room', 'Restaurant', 'Terrace Garden', 'Pergola', 'Sauna']",https://www.99acres.com/international-city-by-sobha-phase-1-sector-109-gurgaon-npxid-r1204
103,Ambience Creacions,"['Doctor on Call', 'Bus Shelter', 'Food Court', 'Swimming Pool', 'Football', 'Bar/Chill-Out Lounge', 'Business Lounge', 'Medical Centre', 'Flower Garden']",https://www.99acres.com/ambience-creacions-sector-22-gurgaon-npxid-r39908
104,Vatika Xpressions,"['Swimming Pool', 'ATM', 'Creche/Day care', 'Grocery Shop', 'Property Staff', 'Billiards', 'Lawn Tennis Court', 'Video Door Security', 'Multipurpose Court']",https://www.99acres.com/vatika-xpressions-sector-88b-gurgaon-npxid-r15060
105,M3M Sierra 68,"['Swimming Pool', 'Restaurant', 'High Speed Elevators', 'Piped Gas', 'Property Staff', 'Cafeteria', 'Fountain', 'Sun Deck', 'Lawn Tennis Court']",https://www.99acres.com/m3m-sierra-68-sector-68-gurgaon-npxid-r211327
106,Anand Niketan,"['Manicured Garden', 'Swimming Pool', 'Grocery Shop', 'Gazebo', 'Fountain', 'Cricket Pitch', 'Basketball Court', 'Yoga/Meditation Area', 'CCTV Camera Security']",https://www.99acres.com/anand-niketan-sector-2-sohna-gurgaon-npxid-r409033
107,DLF The Belaire,"['Clinic', 'Swimming Pool', 'Theater Home', 'School', 'Aerobics Centre', 'Card Room', 'Restaurant', 'Pergola', 'High Speed Elevators']",https://www.99acres.com/dlf-the-belaire-sector-54-gurgaon-npxid-r12
108,Godrej Aria,"['Swimming Pool', 'School', 'Spa', 'Squash Court', 'Property Staff', 'Library', 'Cricket Pitch', 'Lawn Tennis Court', 'Multipurpose Court']",https://www.99acres.com/godrej-aria-sector-79-gurgaon-npxid-r55428
109,Ansals Shiva Som Valley,"['Yoga/Meditation Area', 'Sewage Treatment Plant', 'CCTV Camera Security', 'Jogging Track', '24x7 Security', 'Gymnasium', '24/7 Water Supply', 'Landscape Garden', ""Children's Play Area""]",https://www.99acres.com/ansals-shiva-som-valley-sector-35-sohna-gurgaon-npxid-r377672
110,Vipul World,"['Swimming Pool', 'School', 'Wi-Fi Connectivity', 'Property Staff', 'Amphitheatre', 'Yoga/Meditation Area', 'Rain Water Harvesting', 'Club House', '24/7 Power Backup']",https://www.99acres.com/vipul-world-sector-48-gurgaon-npxid-r37528
111,Central Park Flower Valley Aqua Front Towers,"['Doctor on Call', 'Swimming Pool', 'Golf Course', 'Restaurant', 'Sauna', 'Jacuzzi', 'Spa', 'Grocery Shop', 'Gazebo']",https://www.99acres.com/central-park-flower-valley-aqua-front-towers-sector-33-sohna-gurgaon-npxid-r269936
112,Tulip Violet,"['Bus Shelter', 'Swimming Pool', 'Lounge', 'Golf Course', 'Changing Area', 'Gazebo', 'Cafeteria', 'Fountain', 'Video Door Security']",https://www.99acres.com/tulip-violet-sector-69-gurgaon-npxid-r1013
113,Eldeco Accolade,"['Valet Parking', 'Swimming Pool', 'Football', 'Laundry', 'Flower Garden', 'School', 'ATM', 'Card Room', 'Jacuzzi']",https://www.99acres.com/eldeco-accolade-sohna-gurgaon-npxid-r71167
114,M3M Natura,"['Swimming Pool', 'Football', 'Bar/Chill-Out Lounge', 'Salon', 'Terrace Garden', 'High Speed Elevators', 'Spa', 'Cafeteria', 'Sun Deck']",https://www.99acres.com/m3m-natura-sector-68-gurgaon-npxid-r327791
115,Emaar Imperial Gardens,"['Swimming Pool', 'School', 'Pergola', 'Wi-Fi Connectivity', 'Property Staff', 'Cafeteria', 'Shopping Centre', 'Library', 'Sun Deck']",https://www.99acres.com/emaar-imperial-gardens-sector-102-gurgaon-npxid-r5358
116,Ireo City Plots,"['Swimming Pool', 'Salon', 'Banquet Hall', 'Lawn Tennis Court', 'Amphitheatre', 'Jogging Track', '24x7 Security', 'Club House', '24/7 Power Backup']",https://www.99acres.com/ireo-city-plots-sector-60-gurgaon-npxid-r10720
117,Parsvnath Exotica,"['Swimming Pool', 'Golf Course', 'Card Room', 'Piped Gas', 'Squash Court', 'Billiards', 'Video Door Security', 'Basketball Court', 'Entrance Lobby']",https://www.99acres.com/parsvnath-exotica-sector-53-gurgaon-npxid-r11
118,Pioneer Urban Presidia,"['Swimming Pool', 'Football', 'Bar/Chill-Out Lounge', 'Reading Lounge', 'Golf Course', 'Restaurant', 'Terrace Garden', 'Spa', 'Skating Rink']",https://www.99acres.com/pioneer-urban-presidia-sector-62-gurgaon-npxid-r110
119,Suncity Platinum Towers,"['Mini Theatre', 'Automated Car Wash', 'Swimming Pool', 'Business Lounge', 'Salon', 'Card Room', 'Waiting Lounge', 'Sauna', 'Steam Room']",https://www.99acres.com/suncity-platinum-towers-mg-road-gurgaon-npxid-r308091
120,Godrej Nature Plus,"['Natural Pond', 'Swimming Pool', 'Skating Rink', 'Gazebo', 'Cafeteria', 'Billiards', 'Fountain', 'Shopping Centre', 'Cricket Pitch']",https://www.99acres.com/godrej-nature-plus-sector-33-sohna-gurgaon-npxid-r297055
121,Bestech Park View Grand Spa,"['Automated Car Wash', 'Acupressure Park', 'Swimming Pool', 'Golf Course', 'Salon', 'Card Room', 'Restaurant', 'High Speed Elevators', 'Waiting Lounge']",https://www.99acres.com/bestech-park-view-grand-spa-sector-81-gurgaon-npxid-r2086
122,Shree Vardhman Victoria,"['Bus Shelter', 'Swimming Pool', 'School', 'Card Room', 'Pergola', 'High Speed Elevators', 'Sauna', 'Steam Room', 'Water Softener Plant']",https://www.99acres.com/shree-vardhman-victoria-sector-70-gurgaon-npxid-r28294
123,Silverglades The Melia,"['Swimming Pool', 'Football', 'Bar/Chill-Out Lounge', 'Laundry', 'Reading Lounge', 'Golf Course', 'Conference room', 'Card Room', 'Restaurant']",https://www.99acres.com/silverglades-the-melia-sohna-gurgaon-npxid-r26828
124,Shree Vardhman Flora,"['Swimming Pool', 'School', 'Sauna', 'Steam Room', 'Billiards', 'Fountain', 'Shopping Centre', 'Lawn Tennis Court', 'Earthquake Resistant']",https://www.99acres.com/shree-vardhman-flora-sector-90-gurgaon-npxid-r28296
125,Vatika Seven Elements,"['Valet Parking', 'Food Court', 'Swimming Pool', 'Business Lounge', 'School', 'Restaurant', 'Pergola', 'Grocery Shop', 'Squash Court']",https://www.99acres.com/vatika-seven-elements-sector-89-a-gurgaon-npxid-r7746
126,Bellavista Central Park Resorts,"['Mini Theatre', 'Infinity Pool', 'Lounge', 'Restaurant', 'High Speed Elevators', 'Sauna', 'Jacuzzi', 'Spa', 'Water Softener Plant']",https://www.99acres.com/bellavista-central-park-resorts-sector-48-gurgaon-npxid-r343397
127,M3M Heights,"['Bus Shelter', 'Infinity Pool', 'Swimming Pool', 'Bar/Chill-Out Lounge', 'Reflexology Park', 'Aerobics Centre', 'Restaurant', 'Terrace Garden', 'High Speed Elevators']",https://www.99acres.com/m3m-heights-sector-65-gurgaon-npxid-r272921
128,Godrej Habitat,"['Mini Theatre', 'Foosball', 'Swimming Pool', 'Flower Garden', 'Salon', 'ATM', 'Card Room', 'Piped Gas', 'Grocery Shop']",https://www.99acres.com/godrej-habitat-sector-3-gurgaon-npxid-r326543
129,Adani Brahma Samsara,"['Swimming Pool', 'School', 'Restaurant', 'Spa', 'Skating Rink', 'Theatre', 'Pool Table', 'Billiards', 'Shopping Centre']",https://www.99acres.com/adani-brahma-samsara-sector-60-gurgaon-npxid-r271215
130,DLF The Grove,"['Swimming Pool', 'ATM', 'Creche/Day care', 'Wi-Fi Connectivity', 'Cafeteria', 'Community Hall', 'Entrance Lobby', 'Sewage Treatment Plant', 'CCTV Camera Security']",https://www.99acres.com/dlf-the-grove-dlf-phase-5-gurgaon-npxid-r391580
131,Corona Optus,"['Swimming Pool', 'School', 'Piped Gas', 'Skating Rink', 'Grocery Shop', 'Lawn Tennis Court', 'Multipurpose Court', 'Amphitheatre', 'Earthquake Resistant']",https://www.99acres.com/corona-optus-sector-37c-gurgaon-npxid-r2788
132,Central Park Flower Valley Flamingo Floors,"['Swimming Pool', 'Medical Centre', 'Golf Course', 'School', 'Restaurant', 'Sauna', 'Jacuzzi', 'Steam Room', 'Creche/Day care']",https://www.99acres.com/central-park-flower-valley-flamingo-floors-sector-33-sohna-gurgaon-npxid-r271483
133,ROF Insignia Park 2,"['Reflexology Park', 'Golf Course', 'Skating Rink', 'Gazebo', 'Cricket Pitch', 'Amphitheatre', 'Basketball Court', 'Badminton Court', 'Yoga/Meditation Area']",https://www.99acres.com/rof-insignia-park-2-sector-95-gurgaon-npxid-r394471
134,Indiabulls Centrum Park,"['Milk Booth', 'Clinic', 'Swimming Pool', 'Business Lounge', 'Medical Centre', 'Reading Lounge', 'School', 'Salon', 'ATM']",https://www.99acres.com/indiabulls-centrum-park-sector-103-gurgaon-npxid-r461
135,BPTP Fortuna,"['Gazebo', 'Sewage Treatment Plant', 'CCTV Camera Security', 'Club House', '24/7 Power Backup', 'Gated Community', 'Gymnasium', '24/7 Water Supply', 'Landscape Garden']",https://www.99acres.com/bptp-fortuna-sector-70a-gurgaon-npxid-r391135
136,Bestech Park View Spa Next,"['Swimming Pool', 'School', 'Piped Gas', 'Skating Rink', 'Grocery Shop', 'Shopping Centre', 'Cricket Pitch', 'Lawn Tennis Court', 'Amphitheatre']",https://www.99acres.com/bestech-park-view-spa-next-sector-67-gurgaon-npxid-r23724
137,DLF The Pinnacle,"['Swimming Pool', 'Sun Deck', 'Lawn Tennis Court', 'Earthquake Resistant', 'Party Lawn', 'Vastu Compliant', 'Basketball Court', 'Badminton Court', 'Entrance Lobby']",https://www.99acres.com/dlf-the-pinnacle-dlf-phase-5-gurgaon-npxid-r12068
138,Godrej Oasis,"['Bus Shelter', 'Concierge Service', 'Swimming Pool', 'Grocery Shop', 'Shopping Centre', 'Sun Deck', 'Lawn Tennis Court', 'Toddler Pool', 'Table Tennis']",https://www.99acres.com/godrej-oasis-sector-88a-gurgaon-npxid-r28232
139,Anant Raj Estate Plots,"['Swimming Pool', 'Restaurant', 'Spa', 'Shopping Centre', 'Yoga/Meditation Area', 'Sewage Treatment Plant', 'Rain Water Harvesting', 'Club House', '24/7 Power Backup']",https://www.99acres.com/anant-raj-estate-plots-sector-63-gurgaon-npxid-r368126
140,Mapsko The Icon 79,"['Mini Theatre', 'Swimming Pool', 'Bar/Chill-Out Lounge', 'Business Lounge', 'Spa', 'Steam Room', 'Squash Court', 'Cafeteria', 'Billiards']",https://www.99acres.com/mapsko-the-icon-79-sector-79-gurgaon-npxid-r408246
141,DLF Regal Gardens,"['Swimming Pool', 'School', 'Card Room', 'Solar Water Heating', 'Waiting Lounge', 'Theatre', 'Gazebo', 'Pool Table', 'Billiards']",https://www.99acres.com/dlf-regal-gardens-sector-90-gurgaon-npxid-r2718
142,DLF The Icon,"['Swimming Pool', 'Restaurant', 'Skating Rink', 'Wi-Fi Connectivity', 'Property Staff', 'Lawn Tennis Court', 'Video Door Security', 'Multipurpose Court', 'Power Back up Lift']",https://www.99acres.com/dlf-the-icon-dlf-phase-5-gurgaon-npxid-r26572
143,Vatika Sovereign Park,"['Swimming Pool', 'Terrace Garden', 'High Speed Elevators', 'Sauna', 'Piped Gas', 'Spa', 'Steam Room', 'Pool Table', 'Shopping Centre']",https://www.99acres.com/vatika-sovereign-park-sector-99-gurgaon-npxid-r25
144,Vatika Sovereign Next,"['Swimming Pool', 'Barbecue', 'Pergola', 'Sauna', 'Steam Room', 'Gazebo', 'Property Staff', 'Sun Deck', 'Earthquake Resistant']",https://www.99acres.com/vatika-sovereign-next-sector-82a-gurgaon-npxid-r39998
145,Central Park Flower Valley The Room,"['Swimming Pool', 'Laundry', 'ATM', 'Restaurant', 'Creche/Day care', 'Theatre', 'Wi-Fi Connectivity', 'Property Staff', 'Cafeteria']",https://www.99acres.com/central-park-flower-valley-the-room-sohna-gurgaon-npxid-r250617
146,M3M Sky Lofts,"['Bowling Alley', 'Swimming Pool', 'Lounge', 'Bar/Chill-Out Lounge', 'Golf Course', 'Conference room', 'Restaurant', 'Spa', 'Theatre']",https://www.99acres.com/m3m-sky-lofts-sector-71-gurgaon-npxid-r324823
147,Golden Park,"['Swimming Pool', 'Volley Ball Court', 'Pergola', 'Skating Rink', 'Fountain', 'Cricket Pitch', 'Sun Deck', 'Lawn Tennis Court', 'Basketball Court']",https://www.99acres.com/golden-park-sohna-gurgaon-npxid-r400381
148,Ireo Savannah,"['Multipurpose Court', 'Basketball Court', 'Badminton Court', 'Yoga/Meditation Area', 'Sewage Treatment Plant', 'CCTV Camera Security', 'Jogging Track', 'Rain Water Harvesting', '24x7 Security']",https://www.99acres.com/ireo-savannah-sector-35-sohna-gurgaon-npxid-r406279
149,Satya Merano Greens,"['Swimming Pool', 'Card Room', 'Cafeteria', 'Shopping Centre', 'Cricket Pitch', 'Sun Deck', 'Amphitheatre', 'Toddler Pool', 'Party Lawn']",https://www.99acres.com/satya-merano-greens-sector-99a-gurgaon-npxid-r382315
150,ATS Kocoon,"['Swimming Pool', 'Laundry', 'Changing Area', 'School', 'Salon', 'Visitors Parking', 'Creche/Day care', 'Squash Court', 'Wi-Fi Connectivity']",https://www.99acres.com/ats-kocoon-sector-109-gurgaon-npxid-r24656
151,Paras Quartier,"['Mini Theatre', 'Swimming Pool', 'Business Lounge', 'Volley Ball Court', 'RO System', 'Aerobics Centre', 'Card Room', 'Spa', 'Steam Room']",https://www.99acres.com/paras-quartier-gwal-pahari-gurgaon-npxid-r11794
152,Ashiana Amarah,"['Swimming Pool', 'Flower Garden', 'Library', 'Lawn Tennis Court', 'Amphitheatre', 'Basketball Court', 'Badminton Court', 'Entrance Lobby', 'Yoga/Meditation Area']",https://www.99acres.com/ashiana-amarah-sector-93-gurgaon-npxid-r396809
153,JMS Prime Land,"['Reflexology Park', 'Volley Ball Court', 'Skating Rink', 'Cricket Pitch', 'Amphitheatre', 'Party Lawn', 'Community Hall', 'Basketball Court', 'Badminton Court']",https://www.99acres.com/jms-prime-land-sector-95a-gurgaon-npxid-r374204
154,India Rashtra,"['Swimming Pool', 'CCTV Camera Security', '24x7 Security', 'Club House', 'Gated Community', 'Landscape Garden', 'Car Parking', 'Security Cabin']",https://www.99acres.com/india-rashtra-sector-88a-gurgaon-npxid-r403084
155,Vipul Tatvam Villa,"['Swimming Pool', 'Bar/Chill-Out Lounge', 'Pergola', 'Wi-Fi Connectivity', 'Property Staff', 'Cafeteria', 'Fountain', 'Lawn Tennis Court', 'Multipurpose Court']",https://www.99acres.com/vipul-tatvam-villa-sector-48-gurgaon-npxid-r33
156,Orris Woodview Residencies,"['Earthquake Resistant', 'Vastu Compliant', 'Yoga/Meditation Area', 'Indoor Games', 'Sewage Treatment Plant', 'CCTV Camera Security', 'Jogging Track', 'Rain Water Harvesting', '24x7 Security']",https://www.99acres.com/orris-woodview-residencies-sector-89-gurgaon-npxid-r136297
157,Emaar MGF Palm Hills,"['Swimming Pool', 'Business Lounge', 'Salon', 'ATM', 'High Speed Elevators', 'Spa', 'Creche/Day care', 'Grocery Shop', 'Cafeteria']",https://www.99acres.com/emaar-mgf-palm-hills-sector-77-gurgaon-npxid-r804
158,Vatika City,"['Swimming Pool', 'Bar/Chill-Out Lounge', 'Card Room', 'Restaurant', 'Creche/Day care', 'Grocery Shop', 'Cafeteria', 'Banquet Hall', 'Shopping Centre']",https://www.99acres.com/vatika-city-sector-49-gurgaon-npxid-r12222
159,DLF New Town Heights 1,"['Swimming Pool', 'Medical Centre', 'Changing Area', 'Sauna', 'Grocery Shop', 'Squash Court', 'Cafeteria', 'Shopping Centre', 'Library']",https://www.99acres.com/dlf-new-town-heights-1-sector-90-gurgaon-npxid-r62
160,Vatika Gurgaon 21,"['Swimming Pool', 'Flower Garden', 'School', 'RO System', 'Grocery Shop', 'Pool Table', 'Property Staff', 'Billiards', 'Shopping Centre']",https://www.99acres.com/vatika-gurgaon-21-sector-83-gurgaon-npxid-r1166
161,Signature The Roselia,"['Swimming Pool', 'Creche/Day care', 'Sun Deck', '24x7 Security', '24/7 Power Backup', 'Gated Community', '24/7 Water Supply', 'Landscape Garden', ""Children's Play Area""]",https://www.99acres.com/signature-the-roselia-sector-95a-gurgaon-npxid-r270741
162,Vatika Independent Floors,"['Swimming Pool', 'School', 'Solar Lighting', 'Piped Gas', 'Property Staff', 'Community Hall', 'CCTV Camera Security', 'Jogging Track', 'Rain Water Harvesting']",https://www.99acres.com/vatika-independent-floors-sector-82-gurgaon-npxid-r27152
163,Adani Tatva Estates,"['Pergola', 'Water Softener Plant', 'Skating Rink', 'Fountain', 'Cricket Pitch', 'Multipurpose Court', 'Amphitheatre', 'Basketball Court', 'Badminton Court']",https://www.99acres.com/adani-tatva-estates-sector-99a-gurgaon-npxid-r405543
